,Season,No. in series,Company,Deal,Industry,Entrepreneur Gender,ASK,Unnamed: 7,Unnamed: 8,DEAL,Unnamed: 10,Unnamed: 11,Royalty Deal?,Barbara,Mark,Lori,Robert Herjavec,Daymond,Kevin,Guest,# Sharks,$ per shark,Details / Notes,Description,url1,url2,url3,url4,url5,company_lower
263,4.0,26.0,Tom n Chee,Yes,Food and Beverage,Male,,,,"$600,000 ",15%,"$4,000,000 ",,1,1,,,,,,2.0,"$300,000 ",,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/05/tom-chee.html,http://www.wcpo.com/lifestyle/food/tom-chee-to-make-its-fouth-appearance-on-shark-tank,http://sharktankblog.com/business/tom-and-chee/,http://locallinks.com/sharktank/season-4/food-beverage/tom-chee/,http://www.bizjournals.com/nashville/blog/2014/01/shark-tank-franchise-tomchee-coming.html,tomnchee
264,4.0,26.0,Three Day Rule,No,Software / Tech,Female,,,,,,,,,,,,,,,0.0,,,"Three Day Rule is a new, exclusive online dating site that entrepreneur Val Brennen pitches in Shark Tank episode 424. The name of the business is a slightly ...",http://sharktankblog.com/business/three-day-rule/,http://blog.threedayrule.com/2015/02/17/life-after-shark-tank-update-on-three-day-rule/,https://www.threedayrule.com/,http://thesharktankproducts.com/products/three-day-rule/,http://sharktanksuccess.blogspot.com/2013/05/professional-dating-site.html,threedayrule
265,5.0,1.0,Sweet Ballz,Yes,Food and Beverage,Male,,,,"$250,000 ",25%,"$1,000,000 ",,1,1,,,,,,2.0,"$125,000 ",,This has to be one of the craziest stories I have ever heard coming from the Shark Tank Show. Without a doubt Sweet Ballz was the clear winner in Season 5 Premiere ...,http://sharktanksuccess.blogspot.com/2013/10/sweet-ballz-gone-sour-update.html,http://thescoopblog.dallasnews.com/2013/10/sweet-ballz-leave-a-sour-taste-in-latest-court-filings-over-shark-tank-winner.html/,http://sharktankblog.com/business/sweet-ballz/,http://sharktanksuccess.blogspot.com/2013/09/sweet-ballz.html,http://www.youtube.com/watch?v=QYc0zPJ88Pw,sweetballz
266,5.0,1.0,Postcard on the Run,Yes,Software / Tech,Male,,,,"$300,000 ",8%,"$4,000,000 ",,,,,1.0,,,,1.0,"$300,000 ",,The producers are wasting no time getting Shark Tank Season 5 kicked off with some great products along with a few celebrities that have invested in them.,http://sharktanksuccess.blogspot.com/2013/09/post-card-on-run.html,http://sharktankblog.com/business/postcard-on-the-run/,http://thesharktankproducts.com/products/postcard-on-the-run/,http://www.blogsharktank.com/2013/10/postcard-on-run.html,http://sharktanksearch.com/postcard-on-the-run-mobile-app-for-sending-postcards,postcardontherun
267,5.0,1.0,Lynnaes Gourmet Pickles,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,"For the most part Specialty Food products seen on the Shark Tank have become very successful, so why not add gourmet pickles to the list. Not just any ole pickle ...",http://sharktanksuccess.blogspot.com/2013/09/lynnaes-gourmet-pickles.html,http://thesharktankproducts.com/products/lynnaes-gourmet-pickles/,http://www.youtube.com/watch?v=fzwLfw_Bo_I,http://www.sharktankpodcast.net/pickles/,http://abc.go.com/shows/shark-tank/episode-guide/season-5/01-lynnaes-gourmet-pickles-postcard-on-the-run-rolodoc-sweet-ballz,lynnaesgourmetpickles
268,5.0,1.0,RoloDoc,No,Healthcare,Male,,,,,,,,,,,,,,,0.0,,,"During the season five premiere of ABC’s reality pitch show ""Shark Tank,"" Mark Cuban called Rolodoc, an idea from two doctor brothers, the worst pitch ever.",http://www.businessinsider.com/mark-cuban-called-rolodoc-the-worst-shark-tank-pitch-ever-2013-9,http://medcitynews.com/2013/09/rolodoc-co-founder-shares-insights-shark-tank-appearance/,http://sharktanksuccess.blogspot.com/2013/09/rolo-doc.html,http://sharktanksearch.com/rolodoc-communication-system-for-medical-professionals,http://sharktanksuccess.blogspot.com/2013/09/shark-tank-season-5-premiere-recap.html,rolodoc
269,5.0,2.0,Kane & Couture Dog Clothes,Yes,Pet Products,Female,,,,"$150,000 ",40%,"$375,000 ",,,,1,,1,,,2.0,"$75,000 ",,"... a huge success within the High Fashion Dog Apparel Business with ... kane couture on shark tank I love your products, look ... Spatty on the Shark ...",http://sharktanksuccess.blogspot.com/2013/09/kane-couture-dog-accessories.html,http://www.kaneandcouture.com/,http://sharktankblog.com/business/kane-and-couture/,http://sharktanksearch.com/kane-and-couture-designer-dog-apparel-and-accessories,http://sharktankblog.com/doggy-style-dog-fashion/,kane&couturedogclothes
270,5.0,2.0,Breathometer,Yes,Healthcare,Male,,,,"$1,000,000 ",30%,"$3,333,333 ",,,1,1,1.0,1,1,,5.0,"$200,000 ",,Breathometer MintThe Wireless Oral Health Monitor. As Seen On. Mint The Wireless Oral Health Monitor. Indiegogo. Support Us! Quickly check your current breath health;,https://www.breathometer.com/,http://techcrunch.com/2013/10/17/breathometer-shark-tank/,http://thesharktankproducts.com/products/breathometer/,http://sharktanksuccess.blogspot.com/2013/09/breathometer-breathalyzer-app.html,http://blogs.wsj.com/venturecapital/2014/01/07/shark-tank-darling-breathometer-vows-to-meet-huge-demand/,breathometer
271,5.0,2.0,Mango Mango Preserve,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,"As seen on ABC's Shark Tank! 'Mango Mango' Mango Preserves, a PARTY in a Jar you can use over a 100 ways! Spread it! Mix it! Shake it! Stir it!",http://amangoparty.com/,http://heavy.com/entertainment/2014/12/mango-mango-preserves-shark-tank-products-december-19-rerun/,http://sharktanksuccess.blogspot.com/2013/09/mango-mango-preserves.html,http://sharktankblog.com/mango-preserves/,https://www.facebook.com/pages/Mango-Mango-Mango-Preserves/103251839788131,mangomangopreserve
272,5.0,2.0,Man Medals,No,Uncertain / Other,Male,,,,,,,,,,,,,,,0.0,,,One of the funniest pitches in Shark Tank history is available NOW! Check out the latest Man Medals.,http://www.themanmedals.com/,http://sharktanksuccess.blogspot.com/2013/09/man-medals.html,http://sharktankblog.com/business/man-medals/,http://heavy.com/entertainment/2014/12/man-medals-shark-tank-products-december-19-rerun/,http://sharktankblog.com/man-medals-update-interview-jim-obrien/,manmedals
273,5.0,3.0,Freeloader Child Carrier,Yes,Travel,Male,,,,"$200,000 ",33%,"$606,061 ",,,,,1.0,,,,1.0,"$200,000 ",,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/09/freeloader-child-carrier.html,http://www.myfreeloader.com/,http://sharktankblog.com/business/freeloader/,http://www.youtube.com/watch?v=fAGP6OMjlXY,http://thesharktankproducts.com/products/the-freeloader/,freeloaderchildcarrier
274,5.0,3.0,Rapid Ramen Cooker,Yes,Food and Beverage,Male,,,,"$300,000 ",15%,"$2,000,000 ",,,1,,,,,,1.0,"$300,000 ","$150K is investment, $150K is loan",Chris Johnson’s Rapid Ramen Noodle cooker gets introduced to the Sharks in episode 503. This is the first big consumer product in season 5 and Johnson has already ...,http://sharktankblog.com/rapid-ramen-noodle-cooker/,http://www.rapidramen.com/,http://sharktanksuccess.blogspot.com/2013/09/rapid-ramen-cooker.html,http://thesharktankproducts.com/products/rapid-ramen-cooker/,http://www.rapidramen.com/Reviews/,rapidramencooker
275,5.0,3.0,Fairy Tale Wishes,No,Children / Education,Female,,,,,,,,,,,,,,,0.0,,,"Fairytale Wishes Inc. carries products to help with Childhood Anxiety, Monster Spray, Kids and Monsters, Childhood Sleep Anxiety, Childhood Nightmares, Camp Stuff ...",http://fairytalewishesinc.com/,http://sharktanksuccess.blogspot.com/2013/09/fairy-tale-wishes-monster-repellent.html,http://sharktankblog.com/business/fairytale-wishes/,http://abc.go.com/shows/shark-tank/episode-guide/season-05/503-fairytale-wishes-freeloader-kookn-kap-rapid-ramen,http://sharktanksearch.com/fairytale-wishes-aromatherapy-sprays-for-children,fairytalewishes
276,5.0,3.0,Kook n Kap,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/09/kook-n-kap.html,http://abc.go.com/shows/shark-tank/episode-guide/season-05/503-fairytale-wishes-freeloader-kookn-kap-rapid-ramen,http://sharktankblog.com/business/kookn-kap/,http://thesharktankproducts.com/products/kookn-kap/,http://www.tv.com/shows/shark-tank/kookn-kap-3151524/,kooknkap
277,5.0,4.0,Screen Mend,Yes,Lifestyle / Home,Mixed Team,,,,"$30,000 ",50%,"$60,000 ",,,,1,,,,,1.0,"$30,000 ",,"ScreenMend repairs holes and tears in screens within seconds! It's the fastest and easiest way to permanently fix damaged window, door, pool, and tent screens.",http://www.screenmend.com/,http://sharktanksuccess.blogspot.com/2013/10/screen-mend.html,http://www.youtube.com/watch?v=-rvSOpLxEDg,http://thesharktankproducts.com/products/screenmend/,http://sharktanksearch.com/screen-mend-screen-repair-patch,screenmend
278,5.0,4.0,Hamboards Skateboard/Surfboard,Yes,Fitness / Sports,Male,,,,"$300,000 ",30%,"$1,000,000 ",,,,,1.0,,,,1.0,"$300,000 ",,As seen on ABC's Shark Tank with Robert Herjavec. Hamboards handcrafted longboard skateboards & land paddles bring Earth Surfing ... © 2016 The Original Hamboards Store.,http://hamboards.com/,http://sharktankblog.com/business/hamboards/,http://hamboards.com/blogs/news/12529585-hamboards-abcs-shark-tank,http://allsharktankproducts.com/shark-tank-products-arts/hamboards-surfboard-sized-skateboards/,http://sharktanksearch.com/hamboards-skateboards-that-ride-like-surfboards,hamboardsskateboard/surfboard
279,5.0,4.0,R Dubs Sunday Night Slow Jams,No,Lifestyle / Home,Male,,,,,,,,,,,,,,,0.0,,,"Slow Jams in Phoenix Weeknights at 10PM!. Slow Jams 5 Nights a Week in Phoenix! Now, hear Slow Jams with R Dub 5 nights a week: every Sunday…",http://www.slowjams.com/,http://gazettereview.com/2015/08/sunday-night-slow-jams-update-see-what-happened-after-shark-tank/,http://www.slowjams.com/blog/r-dub-shark-tank/,http://sharktankblog.com/business/sunday-night-slow-jams/,http://sharktanksuccess.blogspot.com/2013/09/r-dub-slow-jams.html,rdubssundaynightslowjams
280,5.0,4.0,Scan. Me App,No,Software / Tech,Male,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/10/scanme-qr-code-app.html,https://scan.me/sharktank/,http://techcrunch.com/2015/02/24/the-shark-tank-effect-on-apps/,http://allthingsd.com/20131012/whats-a-shark-tank-appearance-worth-a-top-spot-in-the-app-store/,http://sharktankblog.com/business/scan/,scan.meapp
281,5.0,5.0,Garden Pops,Yes,Food and Beverage,Mixed Team,,,,"$75,000 ",30%,"$250,000 ",,1,1,,,,,,2.0,"$37,500 ",,"Theresa Fraijo created the Veggie Mama Garden Pops, as seen on Shark Tank Season 05 Episode 05 on ABC.",http://thesharktankproducts.com/products/veggie-mama-garden-pops/,http://sharktanksuccess.blogspot.com/2013/10/veggie-mama-garden-pops.html,http://sharktankblog.com/business/veggiemama/,http://sharktanksearch.com/veggie-mama-fruit-and-vegetable-popsicles-sweetened-with-agave-nectar,http://www.productsofsharktank.com/product/veggie-mama-garden-pops/,gardenpops
282,5.0,5.0,Ruffle Butts - Rugged Butts,Yes,Fashion / Beauty,Mixed Team,,,,"$300,000 ",9%,"$3,333,333 ",,,,1,,,,,1.0,"$300,000 ",,"Husband and Wife Team Mark and Amber Schaub from Charlotte, North Carolina, are the entrepreneurs behind the Ruffle Butts and Rugged Butts Brands.",http://sharktanksuccess.blogspot.com/2013/10/ruffle-butts.html,http://sharktankblog.com/business/rufflebutts-and-ruggedbutts/,http://thesharktankproducts.com/products/rufflebutts-and-ruggedbutts/,http://www.bizjournals.com/charlotte/blog/bank_notes/2013/10/rufflebutts-founder-gets-600k-deal-on.html,http://sharktanksuccess.blogspot.com/2013/10/shark-tank-episode-506-week-5.html,rufflebutts-ruggedbutts
283,5.0,5.0,Bare Ease Bikini Waxing,No,Lifestyle / Home,Female,,,,,,,,,,,,,,,0.0,,,"... Interested in a safe and effective numbing cream for waxing? BareEase & ... of BareEASE report a reduction of pain associated with bikini area waxing, ...",http://bareease.com/,http://sharktanksuccess.blogspot.com/2013/10/bare-ease-bikini-numbing-cream.html,http://sharktankblog.com/bare-ease-bikini-wax-numbing-cream/,http://bareease.com/blog/shark-tank/,http://sharktanksearch.com/bare-ease-hair-removal-numbing-cream-underwear,bareeasebikiniwaxing
284,5.0,5.0,Rent A Goat,No,Uncertain / Other,Male,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/10/rent-goat.html,http://thesharktankproducts.com/products/rent-a-goat/,http://sharktankblog.com/business/rent-a-goat/,http://www.examiner.com/article/viewers-are-shocked-with-rent-a-goat-on-shark-tank,http://sharktankblog.com/goat-rental/,rentagoat
285,5.0,6.0,Total Merchant Resources,Yes,Business Services,Mixed Team,,,,"$200,000 ",50%,"$400,000 ",,,,,,,1,,1.0,"$200,000 ",,Check out our video from ABC's Shark tank! You won't believe who made a deal with us! You'll have to watch and see! ... Total Merchant Resources?,http://totalmerchantresources.com/,http://sharktanksuccess.blogspot.com/2013/10/total-merchant-resources.html,http://sharktankblog.com/business/total-merchant-resources/,http://www.youtube.com/watch?v=vcCfCD5sO1M,https://totalmerchantresources.com/shark-tank-blog-total-merchant-resources/,totalmerchantresources
286,5.0,6.0,Ten Thirty One Haunted Hayrides,Yes,Media / Entertainment,Female,,,,"$2,000,000 ",20%,"$10,000,000 ",,,1,,,,,,1.0,"$2,000,000 ",,"Former media executive Melissa Carbone pitches Ten Thirty One Productions and her haunted hayrides to the Sharks in Episode 509 on October 25, 2013",http://sharktankblog.com/business/ten-thirty-one-productions/,http://sharktanksuccess.blogspot.com/2013/10/haunted-hayrides.html,http://www.inc.com/graham-winfrey/inside-mark-cuban-s-2-million-shark-tank-horror-deal.html,http://www.businessinsider.com/ten-thirty-one-productions-with-mark-cuban-2014-10,http://www.entrepreneur.com/article/237279,tenthirtyonehauntedhayrides
287,5.0,6.0,Fiber Fix Tape,Yes,Lifestyle / Home,Male,,,,"$250,000 ",12%,"$2,083,333 ",,,,1,,,,,1.0,"$250,000 ",,"FiberFix is a US-based company that markets household and professional repair products including the FiberFix Original Repair Wrap, ...",http://www.fiberfix.com/,http://sharktanksuccess.blogspot.com/2013/10/fiber-fix.html,http://sharktankblog.com/fiber-fix/,http://thesharktankproducts.com/products/fiberfix/,http://www.prweb.com/releases/2013/10/prweb11276193.htm,fiberfixtape
288,5.0,6.0,Elephant Chat,No,Uncertain / Other,Mixed Team,,,,,,,,,,,,,,,0.0,,,We have seen a fair amount of animals on the Shark Tank Show but an Elephant in the Room has to be a first. How the heck are they going to get an Elephant inside the ...,http://sharktanksuccess.blogspot.com/2013/10/elephant-chat.html,http://sharktankblog.com/elephant-chat-fail-shark-tank-failures/,http://www.youtube.com/watch?v=JEOUVM4dy-A,http://abc.go.com/shows/shark-tank/episode-guide/season-5/06-elephant-chat-fiberfix-ten-thirty-one-productions-total-merchant-resources,http://www.youtube.com/watch?v=Ovm0dG8gz1k,elephantchat
289,5.0,7.0,180 Party Cup,Yes,Lifestyle / Home,Male,,,,"$300,000 ",25%,"$1,200,000 ",,,,,,1,,,1.0,"$300,000 ",,"Tonight on a new episode of ""Shark Tank"" fans got to see a product called 180 Cup. On this Nov. 1 episode, they showed off a product that is perfect for ...",http://article.wn.com/view/2014/01/17/180_Cup_on_Shark_Tank_impresses_party_people_everywhere/,http://www.examiner.com/article/180-cup-on-shark-tank-impresses-party-people-everywhere,http://180cup.com/,http://mrcheckout.net/180-party-cup/,http://sharktankblog.com/business/180-cup/,180partycup
290,5.0,7.0,Tree T Pee,Yes,Green/CleanTech,Male,,,,"$150,000 ",20%,"$750,000 ",,,,,,,,1.0,1.0,"$150,000 ",,"The first of its kind, the Tree-T-Pee is a water containment system for agribusinesses. Tree-T-Pee creator and farmer Johnny Georges created the product out of his ...",http://abcnews.go.com/Business/tree-pee-shark-tank-success-grew-hard-times/story?id=23415393,http://sharktanksuccess.blogspot.com/2013/10/tree-t-pee.html,http://thesharktankproducts.com/products/tree-t-pee/,http://www.businessinsider.com/tree-t-pee-emotional-shark-tank-pitch-2015-2,http://sharktanksuccess.blogspot.com/2013/11/tree-t-pee-johnny-georges-shark-tank.html,treetpee
291,5.0,7.0,Better Life Cleaning Products,Yes,Green/CleanTech,Male,,,,"$400,000 ",17%,"$2,352,941 ",,,,1,,,,,1.0,"$400,000 ",$400K is loan; equity drops to 7% once loan paid back,"Better Life Cleaning Products on Shark Tank November 1st Dear Fans of Better Life, I have a secret and want to let Better Life fans in on it first!",http://www.cleanhappens.com/pages/better-life-cleaning-products-on-shark-tank-november-1st,http://sharktanksuccess.blogspot.com/2013/10/better-life.html,http://sharktankblog.com/business/better-life/,http://www.prweb.com/releases/BetterLife/SharkTank/prweb11296951.htm,http://allsharktankproducts.com/best-shark-tank-products/better-life-cleaning-products/,betterlifecleaningproducts
292,5.0,7.0,Kymera Electric Surfboards,No,Fitness / Sports,Male,,,,,,,,,,,,,,,0.0,,,"There has definitely been some really cool inventions seen on the Shark Tank Show but this Electric ... on the Shark Tank Show, the Kymera Body ... Shark like to ride ...",http://sharktanksuccess.blogspot.com/2013/10/kymera-electric-body-boards.html,http://sharktankblog.com/electric-body-board/,http://thesharktankproducts.com/products/kymera-body-board/,http://www.gizmag.com/kymera-electric-body-board/24289/,http://www.productsofsharktank.com/product/kymera-body-board/,kymeraelectricsurfboards
293,5.0,8.0,Paparazzi Proposals,Yes,Lifestyle / Home,Male,,,,"$250,000 ",33%,"$757,576 ",,,,1,,,1,,2.0,"$125,000 ",$200K as loan,"Paparazzi Proposals. Leave it to the Proposal Experts As America's only nationwide proposal photography company, ... Shark Tank, The Insider, ...",http://www.paparazzi-proposals.com/,http://sharktanksuccess.blogspot.com/2013/10/paparazzi-proposals.html,http://www.youtube.com/watch?v=8vEfYuiwvv0,http://www.examiner.com/article/paparazzi-proposals-on-shark-tank-uses-sneaky-skills-for-engagement-pictures,http://sharktankblog.com/business/paparazzi-proposals/,paparazziproposals
294,5.0,8.0,Schulzies Bread Pudding,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,"Sarah Schulz brings Schulzies Bread Pudding, her decadent dessert offering, to Shark Tank episode 508. Schulz likes bread pudding, but she couldn’t find any that ...",http://sharktankblog.com/business/schulzies-bread-pudding/,http://sharktanksuccess.blogspot.com/2013/11/schulzies-bread-pudding.html,http://schulziesbreadpudding.com/,http://thesharktankproducts.com/products/schulzies-bread-pudding/,http://sharktanksearch.com/schulzies-bread-pudding-desserts,schulziesbreadpudding
295,5.0,8.0,BellyBuds,No,Healthcare,Male,,,,,,,,,,,,,,,0.0,,,The STB spoke to Curtis Mark Williams for a Bellybuds Update on life after Shark Tank. Bellybuds originally appeared in season 5 episode 508,http://sharktankblog.com/bellybuds-update-interview/,http://sharktanksuccess.blogspot.com/2013/11/belly-buds.html,http://www.youtube.com/watch?v=st5XQoEDizc,http://www.examiner.com/article/belly-buds-from-shark-tank-plays-music-to-the-pregnant-belly,http://abc.go.com/shows/shark-tank/episode-guide/season-5/08-paparazzi-proposals-bellybuds-schulzies-bread-pudding-petpaint,bellybuds
296,5.0,8.0,PetPaint,No,Pet Products,Male,,,,,,,,,,,,,,,0.0,,,I watched the show on shark tank and I think it was a great idea and glad u didnt take her offer. You can succeed in anything you do as long as you put your mind to it.,http://www.petage.com/petpaint-to-appear-on-shark-tank/,http://sharktanksuccess.blogspot.com/2013/10/pet-paint.html,https://www.bigcommerce.com/blog/petpaint-shark-tank-result/,http://sharktankblog.com/business/petpaint/,http://abc.go.com/shows/shark-tank/episode-guide/season-5/08-paparazzi-proposals-bellybuds-schulzies-bread-pudding-petpaint,petpaint
297,5.0,9.0,Surprise Ride,No,Children / Education,Female,,,,,,,,,,,,,,,0.0,,,A monthly box of adventure on a mission to foster curiosity and creativity. Explore a new theme and learn something new. As Seen on Shark Tank.,http://www.surpriseride.com/,http://dcinno.streetwise.co/2015/01/26/dc-tech-shark-tank-startup-surprise-ride-raising-2m/,http://www.youtube.com/watch?v=uYRG5Zdgjc8,http://sharktankblog.com/business/surprise-ride/,http://technical.ly/dc/2015/09/10/surprise-ride-diving-back-shark-tank/,surpriseride
298,5.0,9.0,Slawsa,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,"My Shark Tank Experience. So many people ask me about how can they get on Shark Tank. With over 35,000 entrepreneurs applying to be on the show every year and only ...",http://www.slawsa.com/pages/slawsa-on-shark-tank,http://www.slawsa.com/,http://sharktanksuccess.blogspot.com/2013/11/slawsa.html,http://www.sharktankpodcast.net/slawsa/,http://www.youtube.com/watch?v=Pnlwa2Ugyi4,slawsa
299,5.0,9.0,DoorBot,No,Lifestyle / Home,Male,,,,,,,,,,,,,,,0.0,,,VCs — Not “Shark Tank” — Give DoorBot $1M for Caller ID for the Doorbell,http://allthingsd.com/20131211/vcs-not-shark-tank-give-doorbot-1m-for-caller-id-for-the-doorbell/,http://sharktanksuccess.blogspot.com/2013/11/doorbot.html,http://www.youtube.com/watch?v=NmJdXqfNuc0,http://thesharktankproducts.com/products/doorbot/,http://www.crowdfundinsider.com/2014/03/33676-shark-tank-failure-see-show-doorbots-sales/,doorbot
300,5.0,9.0,Magic Moments,No,Software / Tech,Male,,,,,,,,,,,,,,,0.0,,,"Magic Moments before Shark Tank Update: While there sure seems to be lots of other businesses also using Magic Moments name including photographers, wedding planners ...",http://sharktanksuccess.blogspot.com/2013/11/magic-moments-app.html,http://sharktankblog.com/business/magic-moments/,http://www.youtube.com/watch?v=Bln7RBPMbIM,http://thesharktankproducts.com/products/magic-moments/,https://sharktankepisodes.com/company/magic-moments/,magicmoments
301,5.0,10.0,Grace & Lace Knitted Boot Socks,Yes,Fashion / Beauty,Mixed Team,,,,"$175,000 ",10%,"$1,750,000 ",,1,,,,,,,1.0,"$175,000 ",half of investment is credit line,"Amazing Boot Socks, Leg Warmers, Arm Warmers, Boot Cuffs, Knit Scarves, Head Warmers And More From Grace And Lace Co. We Offer Top Quality Women's Clothing and Baby ...",http://www.graceandlace.com/,http://www.prweb.com/releases/2013/11/prweb11347070.htm,http://beforeitsnews.com/press-releases/2013/11/grace-and-lace-takes-on-the-shark-tank-on-abc-this-week-to-promote-leg-warmers-boot-socks-2816410.html,http://sharktankblog.com/knee-high-boot-socks-grace-lace/,https://wanelo.com/p/9099478/grace-and-lace-as-seen-on-shark-tank-leg-warmers-boot-socks-boot-cuffs-knit-scarves-arm-warmers-and-more-from-grace-and-lace-co,grace&laceknittedbootsocks
302,5.0,10.0,Yubo Customized Lunch Boxes,Yes,Children / Education,Mixed Team,,,,"$150,000 ",20%,"$750,000 ",,,,,1.0,,1,,2.0,"$75,000 ","if they pay it back in 18 months, equity drops to 10%",for Custom Yubo Lunch Box: Yubo Lunchbox Review before the Shark Tank Update: Paul and Cyndi Pedrazzi first conceived the Yubo Lunchbox idea back in 2007 and knew ...,http://sharktanksuccess.blogspot.com/2013/11/yubo-lunch-box.html,http://sharktankblog.com/custom-lunch-boxes-yubo/,http://thesharktankproducts.com/products/yubo/,http://www.getyubo.com/,https://www.pinterest.com/nyxxie/yubo-lunch-boxes-featured-on-shark-tank/,yubocustomizedlunchboxes
303,5.0,10.0,PurseCase,Yes,Fashion / Beauty,Female,,,,"$55,000 ",15%,"$366,667 ",,,,,,1,,,1.0,"$55,000 ",,Pursecase is the patent protected smartphone clutch elegantly designed with your phone and essentials in mind. As seen on ABC's Shark Tank & partners with Lori ...,http://pursecase.com/,http://sharktanksuccess.blogspot.com/2013/11/pursecase-episode-511-11222013.html,http://www.staples.com/As-Seen-on-Shark-Tank/Pursecase/cat_CL215593?fids=4225026345,http://www.youtube.com/watch?v=brWiHKpjddI,http://abc.go.com/shows/shark-tank/episode-guide/season-5/10-yubo-pursecase-chocomize-grace-and-lace,pursecase
304,5.0,10.0,Chocomize Chocolate Bars,No,Food and Beverage,Male,,,,,,,,,,,,,,,0.0,,,"Joe Dauenhauer hopes the Sharks have a sweet tooth as he pitches Chocomize, the custom chocolate bar company, in Shark Tank episode 511 airing November 22",http://sharktankblog.com/business/chocomize/,http://thesharktankproducts.com/products/chocomize/,http://sharktanksuccess.blogspot.com/2013/11/chocomize-chocolate-bars.html,http://allsharktankproducts.com/shark-tank-products-food-and-drink/chocomize-custom-chocolate-bars/,http://www.productsofsharktank.com/product/chocomize/,chocomizechocolatebars
305,5.0,11.0,De-Boned Baby Back Rib Steak,Yes,Food and Beverage,Mixed Team,,,,"$300,000 ",30%,"$1,000,000 ",,,,,,1,,,1.0,"$300,000 ",,"If you are looking for fall-off-the-bone-tender, look no further than our patented Bubba’s Q De-Boned Baby Back Rib Steak! Our succulent De-Boned Rib Steaks start ...",http://www.bubbasbonelessribs.com/,http://thesharktankproducts.com/products/de-boned-baby-back-rib-steak/,http://cartermatt.com/98713/shark-tank-review-spirithoods-bubba-qs-boneless-ribs-virtuix-omni-and-a-fohawx-mess/,http://www.newsnet5.com/entertainment/television/daymond-john-calls-al-bubba-bakers-boneless-ribs-the-best-investment-hes-made-on-shark-tank,http://sharktanksuccess.blogspot.com/2013/12/bubbas-bbq.html,de-bonedbabybackribsteak
306,5.0,11.0,SpiritHoods,No,Fashion / Beauty,Mixed Team,,,,,,,,,,,,,,,0.0,,,"Spirit Hoods Owner's and Head Tribe Leaders Alexander Mendeluk, Marley Marotta, Ashley Harber and Chase Hamilton coming to the Shark Tank",http://sharktanksuccess.blogspot.com/2013/12/spirit-hoods-faux-hats.html,https://www.spirithoods.com/pages/about,http://www.youtube.com/watch?v=3YdIDcd9NqU,http://abc.go.com/shows/shark-tank/episode-guide/season-5/11-virtuix-spirithoods-fohawx-bubbas-q-bbq,http://www.examiner.com/article/spirithoods-on-shark-tank-are-a-popular-new-winter-hat,spirithoods
307,5.0,11.0,FoHawx,No,Fitness / Sports,Female,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/12/fohawx-mohawk-helmets.html,http://www.nj.com/hudson/index.ssf/2013/12/fohawx_founders_thankful_for_exposure_from_unsuccessful_shark_tank_bid.html,http://www.youtube.com/watch?v=d8qPUbATuUE,http://thesharktankproducts.com/products/fohawx/,http://abc.go.com/shows/shark-tank/episode-guide/season-5/11-virtuix-spirithoods-fohawx-bubbas-q-bbq,fohawx
308,5.0,11.0,Virtuix Omni,No,Software / Tech,Male,,,,,,,,,,,,,,,0.0,,,"'Shark Tank' investor Mark Cuban's firm, Radical Investments, joins in $3 million seed funding round for the Virtuix Omni VR omnidirectional treadmill.",http://www.roadtovr.com/mark-cuban-shark-tank-virtuix-omni-3-million-3000000-investment-funding-venture-capital/,http://www.youtube.com/watch?v=aJKdnBU5yMg,http://sharktankblog.com/business/virtuix-omni/,http://sharktanksuccess.blogspot.com/2013/12/virtuix-virtual-gaming.html,http://www.productsofsharktank.com/product/virtuix-omni/,virtuixomni
